Ferramenta,Data adicionado,Descrição,Free,Online,Status,link,Área
ProMV,13/04/2022   (BRT),"Análise estatística multivariada e software de visualização, construa modelos multivariados de seu processo para identificar as principais variáveis ​​que estão contribuindo para a baixa qualidade do produto.",,,Ativo,http://www.prosensus.ca/solutions/multivariate-analysis-software/promv-desktop-multivariate-analysis,Análise Estatística
dotData,13/04/2022   (BRT),"A plataforma democratiza, operacionaliza e acelera todo o processo de ciência de dados, desde a ingestão de dados brutos por meio de engenharia de recursos com tecnologia de IA até modelos de ML em produção, ajudando as empresas a atingir novos níveis de transparência, agilidade e percepção.",,,Ativo,https://dotdata.com/,Ciência de Dados automatizada
thinkCRA from thinkAnalytics,13/04/2022   (BRT),"um conjunto integrado de aplicativos de análise de relacionamento com o cliente, que oferece suporte à tomada de decisões em tempo real.",,,Ativo,http://www.thinkanalytics.com/,Suites/Plataformas
SearchUnit,13/04/2022   (BRT),"Fornece um mecanismo de pesquisa baseado em índice para aplicativos da Web ASP.NET, sites e sistemas de gerenciamento de conteúdo.",,,Ativo,http://keyoti.com/products/search/dotNetWeb/index.html,Pesquisa na Web
Actian Vector Community Edition,13/04/2022   (BRT),"uma solução perfeita para fornecer sistemas de relatórios de BI de autoatendimento corporativo altamente responsivos, incluindo Tableau, Logi, Qlik etc.",Free,,Ativo,https://www.actian.com/lp/vector-community-edition/?utm_source=KDNuggets&utm_campaign=KDNuggets&utm_term=Software,Suites/Plataformas
CLUTO,13/04/2022   (BRT),fornece um conjunto de algoritmos de armazenamento em cluster parcial que tratam o problema de armazenamento em cluster como um processo de otimização.,Free,,Ativo,http://www.cs.umn.edu/~karypis/cluto,Cluster e Segmentação
LPA Data Mining,13/04/2022   (BRT),"as ferramentas suportam a descoberta e modelagem de regras difusas, bayesianas e especializadas. permitem que você crie aplicativos baseados em Link Analysis, como o InFlow. ",,,Ativo,http://www.lpa.co.uk/ind_pro.htm,"Análise de gráficos e redes sociais, links e visualização"
StarProbe,13/04/2022   (BRT),"multiplataforma, muito rápido em big data, suporte a esquema em estrela, ferramentas e recursos especiais para dados com informações dimensionais categóricas ricas.",,,Ativo,http://www.roselladb.com/starprobe.htm,Análise Estatística
MiningMart,13/04/2022   (BRT),uma ferramenta gráfica para pré-processamento e mineração de dados em bancos de dados relacionais,,,Ativo,,Suites/Plataformas
GNU Wget,13/04/2022   (BRT),"ferramenta de linha de comando para recuperar arquivos usando HTTP, HTTPS e FTP.",Free,,Ativo,http://www.gnu.org/software/wget/,Mineração de conteúdo da web
NovoSpark Visualizer,13/04/2022   (BRT),"ferramenta de visualização de dados multidimensional para análise de dados estáticos e dinâmicos, disponível nas versões comercial e gratuita (on-line).",,,Ativo,http://www.novospark.com/,Visualização
KeyLines,13/04/2022   (BRT),"um kit de ferramentas JavaScript leve para visualização de rede usando HTML5, compatível com todos os navegadores.",,,Ativo,http://cambridge-intelligence.com/keylines/,Visualização
Clustify,13/04/2022   (BRT),"agrupa documentos relacionados em clusters, fornecendo uma visão geral do conjunto de documentos e auxiliando na categorização.",,,Ativo,http://www.cluster-text.com/,"Análise de texto, mineração de texto e recuperação de informações"
JNCC2 - Naive Credal Classifier 2 (in Java),13/04/2022   (BRT),uma extensão de Naive Bayes para probabilidades imprecisas,,,Ativo,,Classificação: Bayesiano
R-Brain,13/04/2022   (BRT),"fornece plataforma de ciência de dados em nuvem para desenvolver, compartilhar e implantar modelos, suportando R & Python com depuração, visualização de dados e ambiente, notebooks, RMarkdown e Shiny.",,,Ativo,https://r-brain.io/en/product/,Suites/Plataformas
Previa,13/04/2022   (BRT),família de produtos para classificação e previsão.,,,Ativo,http://www.elseware.fr/,Suites/Plataformas
MARS,13/04/2022   (BRT),"Regressão logística automatizada de J. Friedman para problemas de classificação binária. Tratamento automático de valores perdidos, detecção de interação, transformação de variável.",,,Ativo,http://www.salford-systems.com/,"Classificação: Genética, Lógica Fuzzy e outros"
NuMap7,13/04/2022   (BRT),"freeware para rápido desenvolvimento, validação e aplicação de redes do tipo regressão, incluindo o perceptron multicamadas, rede de link funcional, rede linear por partes, mapa auto-organizado e K-Means.",Free,,Ativo,http://www-ee.uta.edu/eeweb/IP/Software/Software.htm,"Estimativa, regressão e previsão"
LPA Chimera Agent Toolkit,13/04/2022   (BRT),"uma ferramenta de desenvolvimento e implantação de agente maravilhosamente descomplicada, mas profundamente poderosa, para WIN-PROLOG.",,,Ativo,http://www.lpa.co.uk/,Robôs
Portal for Forecasting with neural networks,13/04/2022   (BRT),"incluindo software, dados e muito mais.",,online,Ativo,http://www.neural-forecasting.com/,Classificação: Rede neural
Datatect,13/04/2022   (BRT),"um programa poderoso para gerar dados de teste realistas para arquivos simples ASCII ou diretamente para RDBMS incluindo Oracle, Sybase, SQL Server e Informix.",,,Ativo,http://www.bannersoftware.net/,"Transformação de dados, limpeza de dados"
Rough Set Exploration System (RSES),13/04/2022   (BRT),"contém classificação baseada em conjuntos brutos, árvore de decisão, rede LTF, classificação baseada em instância e discretização de dados (grátis para uso não comercial).",Free,,Ativo,http://logic.mimuw.edu.pl/~rses/,"Classificação: Genética, Lógica Fuzzy e outros"
VFML (Very Fast Machine Learning),13/04/2022   (BRT),"biblioteca para mineração de bancos de dados e fluxos de dados muito grandes. Escrito em C, inclui implementações altamente escaláveis ​​de vários algoritmos e ferramentas de aprendizado de máquina amplamente usados ​​para preparação de dados, teste e desenvolvimento rápido de sistemas de mineração de fluxo. ",Free,,Ativo,http://www.cs.washington.edu/dm/vfml/,"Bibliotecas, componentes e kits de desenvolvedor"
TextAnalyst COM,13/04/2022   (BRT),"um SDK para construir aplicativos inteligentes com análise semântica, sumarização, agrupamento, categorização e recuperação de textos e fragmentos.",,,Ativo,http://www.megaputer.com/,"Bibliotecas, componentes e kits de desenvolvedor"
XLISP-STAT,13/04/2022   (BRT),Ambiente baseado em LISP para computação estatística e gráficos dinâmicos,Free,,Ativo,http://lib.stat.cmu.edu/xlispstat/,Análise Estatística
AlterWind Log Analyzer Lite,13/04/2022   (BRT),"gera rapidamente todos os relatórios tradicionais, suportando mais de 430 mecanismos de pesquisa de 120 países diferentes.",Free,,Ativo,http://www.alterwind.com/loganalyzer/log-analyzer-lite.html,Mineração de uso da web
IBM Multimedia Analysis and Retrieval System (IMARS),13/04/2022   (BRT),"pode indexar, classificar e pesquisar grandes coleções de imagens e vídeos digitais.",,,Ativo,https://www.ibm.com/developerworks/mydeveloperworks/groups/service/html/communityview?communityUuid=7dc62548-8bc8-42c4-b2e9-150dde7c649a,Mineração de áudio e video
NeuroSolutions,13/04/2022   (BRT),software de modelagem de rede neural poderoso e flexível.,,,Ativo,http://www.nd.com/,Classificação: Rede neural
XAffinity(TM),13/04/2022   (BRT),para identificar afinidades ou padrões em transações e dados de fluxo de cliques,,,Ativo,http://www.xore.com/,Mineração de uso da web
Gnome Data Mining Tools,13/04/2022   (BRT),"incluindo apriori, árvores de decisão e classificadores Bayes.",Free,,Ativo,http://www.togaware.com/datamining/gdatamine/,Suites/Plataformas
Palisade @RISK,13/04/2022   (BRT),software de análise de risco usando simulação Monte Carlo para Excel.,,,Ativo,http://www.palisade.com/risk/default.asp,Análise Estatística
Lamplight Analytics,13/04/2022   (BRT),"A principal plataforma de inteligência de mídia social da Ásia, com software e análises abrangentes em idiomas asiáticos.",,,Ativo,http://lamplight.me/,Análise de mídia social
Ficstar,13/04/2022   (BRT),"extração de web personalizada, gerenciamento de dados automatizado e inteligência de negócios.",,,Ativo,http://www.ficstar.com/,Mineração de conteúdo da web
Visipoint,13/04/2022   (BRT),Clustering e visualização de mapas auto-organizáveis.,,,Ativo,http://www.visipoint.fi/,Visualização
ILNumerics,13/04/2022   (BRT),"uma biblioteca numérica para .NET que transforma C # em uma linguagem matemática de 1ª classe, com uma sintaxe de alto nível semelhante ao Matlab, alto desempenho e recursos de visualização 2D / 3D. Free Community Edition (GPL).",Free,,Ativo,http://ilnumerics.net/,"Bibliotecas, componentes e kits de desenvolvedor"
Svivot,13/04/2022   (BRT),oferece solução de detecção de fraude baseada na análise de redes de pessoas e organizações.,,,Ativo,http://www.svivot.com/,"Análise de gráficos e redes sociais, links e visualização"
Alyuda Forecaster XL,13/04/2022   (BRT),Suplemento do Excel para previsão e estimativa com base em redes neurais.,,,Ativo,http://www.alyuda.com/forecasting-tool-for-excel.htm,"Estimativa, regressão e previsão"
PolyAnalyst,13/04/2022   (BRT),"inclui uma árvore de decisão de ganho de informação entre seus 11 algoritmos. suporta árvore de decisão, regras de lógica difusa e outros algoritmos de classificação. oferece armazenamento em cluster baseado no algoritmo de localização de anomalias (LA). inclui software para análise e visualização de links.",,,Ativo,http://www.megaputer.com/,Classificação: Baseado em regras
Kepler,13/04/2022   (BRT),"sistema de mineração de dados extensível, multiparadigma e multifuncional, que inclui métodos para detecção de desvios (site em alemão e inglês).",,,Ativo,http://www.dialogis.de/,Suites/Plataformas
statnet,13/04/2022   (BRT),"um conjunto de pacotes R para análise, simulação e visualização de redes sociais.",Free,,Ativo,http://statnetproject.org/,"Análise de gráficos e redes sociais, links e visualização"
Autobox,13/04/2022   (BRT),"Constrói automaticamente modelos Box-Jenkins para modelos Univariados e Causais ajustando para relações de avanço / atraso e intervenções - pulso, pulsos sazonais, mudanças de nível, tendências de tempo.",,,Ativo,http://www.autobox.com/,"Estimativa, regressão e previsão"
Mulan,13/04/2022   (BRT),"uma biblioteca Java de código aberto para aprender a partir de dados com vários rótulos, inclui algoritmos para classificação, classificação, seleção de recursos e avaliação.",Free,,Ativo,http://mulan.sourceforge.net/,"Bibliotecas, componentes e kits de desenvolvedor"
Neptune.ml Community,13/04/2022   (BRT),"para tornar o processo de aprendizado de máquina rápido e confiável com monitoramento de experimentação, comparação, reprodução e recursos de colaboração em equipe. Sem bloqueio de fornecedor, sem taxa adicional de computação em nuvem.",Free,,Ativo,http://www.neptune.ml/,"Bibliotecas, componentes e kits de desenvolvedor"
InFlow,13/04/2022   (BRT),software para análise de rede social e análise de rede organizacional.,,,Ativo,http://www.orgnet.com/inflow3.html,Visualização
AKIN Desktop HyperSearch,13/04/2022   (BRT),comoditiza a lógica de reconhecimento de padrões difusos de qualidade empresarial com IA integrada.,,,Ativo,http://grappledata.com/Products/Consumer/akinHyperSearch/default.aspx,"Análise de texto, mineração de texto e recuperação de informações"
WebTrends,13/04/2022   (BRT),uma suíte para Data Mining de informações de tráfego da web.,,,Ativo,http://www.webtrends.com/,Mineração de uso da web
Screen Scraper,13/04/2022   (BRT),permite aos usuários extrair dados estruturados e não estruturados de sites e formatá-los (download gratuito).,,,Ativo,http://www.screen-scraper.com/,Mineração de conteúdo da web
Predictive Data Mining Suite from Predictive Dynamix,13/04/2022   (BRT),"integra análise de dados gráficos e estatísticos com algoritmos de modelagem, incluindo redes neurais, agrupamento, sistemas fuzzy e algoritmos genéticos.",,,Ativo,http://www.predx.com/,Suites/Plataformas
MIX (Meta-analysis with Interactive eXplanations),13/04/2022   (BRT),"fornece meta-análise numérica e gráfica com tutoria interativa (Windows, suplemento do Excel). Livre!",,,Ativo,http://www.mix-for-meta-analysis.info/,"Classificação: Análise, ROC"
GritBot,13/04/2022   (BRT),para identificar anomalias nos dados (compatível com See5 e Cubist).,,,Ativo,http://www.rulequest.com/gritbot-info.html,"Transformação de dados, limpeza de dados"
Economatica Decisiva,13/04/2022   (BRT),"Análise de investimentos sobre mercados de capitais das principais economias da América Latina e dos EUA. Balanços, cotações, composição acionária de empresas, IBOVESPA, IGP-M, FGV 100, Dow Jones, entre outros. Conta com séries históricas desde 1986.",,,Ativo,,Biblioteca de dados
Angoss StrategyBUILDER™,13/04/2022   (BRT),"para combinar regras preditivas com segmento definido pelo usuário, regras de nível de cliente e produto para modelar, avaliar, otimizar e avaliar o valor de diferentes estratégias orientadas a dados.",,,Ativo,http://www.angoss.com/,Classificação: Árvore de decisão
